회차	댓글
84	지호야 구해줄사람 범재밖에 없다
84	근데 솔직히 지호 저런애들은 현실에도 너무 많아서 좀 보고 느꼈으면 좋겟다...잘 나가는것 처럼 보일려고 타투하고 비싼게 다 좋은것처럼 말하고 해선 안되는 술,담배 등등을 당연시 하면 자기가 뭐 되는양 말하는 얘들은 제발 좀 생각 고쳐먹었으면 좋겠다. 30대 아재가 말해주는데 너희도 20,30대가 될텐데 그나이 되서 너희가 했던 행동들을 고스란히 중,고딩 얘들이 하면 정말 기가차고 같잖아 보인단다. 그러니 좀 고쳐먹도록하자 나이들어서 후회말고..아참!! 이와중에 '나는 나의 인생을 살꺼야','그래도 내인생 후회없이 해볼꺼 해보고 살고싶어' 이런 생각가진 얘들은 제발 부탁이니까 허세짓은 진상짓이고 꼴불견이니 그런 생각과는 엮지말고 행동해라 진짜 머리 깡통든 애들 아니면 이 글보고 좀 깨우쳤으면 좋겠다. 그래봤자 뭐 신경도 안쓰겠지만..아이고.... 폰으로 힘들게 썼는데 베댓좀
84	대부분 착각하는 것 같은데 잘 생긴 놈들을 까는게 아니라 외모지상주의를 까는 만화임 여기 베댓도 무슨 제대로 이 만화를 이해 못한 것 같은데 여기에 나오는 나쁜 놈들은 잘생길수도 못생길수도 있는거임 그래서 강남건물주 같은 인물도 있는거고 당연히 선한 역으로 나오는 놈들도 잘생길수도 못생길수도 있는거고 다시말해 어떤 사람을 외모로 판단하지 말란 소리임 무슨 선역은 악역에 비해 잘생긴축도 아니다 이런게 아냐
84	진짜 솔직히 말할게요지호 보면 볼 수록 재수없어요 허세 작렬;;
84	작가님 페이스book에 또 다음화 미리보기 올려놓는사람이 있어요!!!!!!!!! 작가님 페이스book에 또 다음화 미리보기 올려놓는사람이 있어요!!!!!!!!! 작가님 페이스book에 또 다음화 미리보기 올려놓는사람이 있어요!!!!!!!!! 작가님 페이스book에 또 다음화 미리보기 올려놓는사람이 있어요!!!!!!!!!작가님보시게베댓좀부탁드립니다
84	외모 잘생겼다고 다 까지마라 외모 잘생겨도 열심히 땀 흘려 버는 사람도 있다
84	범재야 그냥 신경쓰지말고 니 갈길 가라 쟤 신경쓰다간 니 인생도 못살겠다
84	김기명 처음등장 어땠는지 보러온사람 나 포함해서 얼마나 되는지좀 보자
85	지호도 미치진 않았겠지 설마 도박에 집등기본, 아버지 신분증까지 가져오라고 해서 지호가 가지고 오면 진짜 쓰레기다 ;
85	내저럴줄알았다글고진심지호는지가멋진줄아나진짜밥맛임
85	또또는 또하게되고 또하게되서 또또에요또또 하지마세요 또라이되요
85	와 개빨라...
85	작가님께서 지호의 가족사진을 보여주신 이유가있어....지호집은 홀딱 망하게되겠지..에휴
85	진짜 비호감이다 지호..
85	진짜 11시 칼이네
85	저렇게 도박하다가 돈 다 잃구요, 경찰 잡혀가구요, 저기 벌거벗은 놈들한텐 어차피 또 맞게 되어있구요, 정말 지호는 개념이 없구요
85	헉..집 등기는 아니지
85	편의점돈어떡해ㅜㅜ형식이가 곤란해지는거아니겟지..
85	등기권리증이랑 신분증만으로는 집이전도 안 되고, 담보설정도 안 됩니다.
85	지호는 도박중독 작가님은 칼업뎃 중독
85	11시정각인뎈ㅋㅋㅋㅋㅋ목요웹툰인줄
85	그냥 부지런하게 살아야지.. 도박하면 어째;;
85	결제하면서까지 불법토토관련 만호ㅏ 봣습니다 제가 현재 토토에 미쳐 돈을 날리고 있는중이라 더 마음에 와닿습니다 만화덕분에 지금은 다지워버리고 끊은상태이고 좋은만화감사합니다
86	1억먹튀안하면 오버워치 탈퇴한다
86	제발 1억땃다고 너무 좋아해서 더하지마라 제발 그냥 지금까지 빛다갚고 제대로된삶좀 살아라 못그렇겠지만..
86	1억 따면뭐해 쟤들은 이제 잠수타면 그만인데
86	이래서 불법토토하면안되는거임
86	와라편의점 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄹ점장님ㅋㅋㄱㅋㄱ
86	학생분들, 도박으로 돈 얻어서 부모님께 효도한 것 같아 뿌듯하시나요? 부모님이 과연 기뻐하실까요? 도박으로 돈을 많이 얻는다 해도 그건 효도가 아닙니다.. 부모님은 그저 여러분이 안전하고 위험없이 자라길 바랄 뿐입니다. 착각에 빠지지 말아주세요..
86	요즘 이 웹툰 보고 있기가 괴롭네요ㅠㅠ 보던거라 계속 보고있기는 한데....개인적으로는 빨리 이 에피 끝났으면 ㅠ
86	이날만을 기다렸어
86	현재나이 26이구요 5년동안 해보기도 하고 관리자도 해본 경험자로써 드릴 말씀은 절대 이길 수 없는 게임 이라는 겁니다. 웹툰 내용처럼 사이트 주인이 결과를 설정할 순 없구요. 그대신 주인이 만들어 놓은 규정자체가 배팅하는 사람들한테 불리합니다. 사이트에 있는 돈을 통장으로 뺄수있는 간격이 3시간이고 1일 한도가 500만원으로 제한 되는 곳이 많습니다. 하지만 충전은 제한없이 계속되죠.제일 중요한건 사람 욕심이죠 작은돈으로 큰돈을 만들면 성취감과 흥분상태로 인해서 이성을 잃게 됩니다. 결국 정신을 차리고 보면 돈 없습니다. 저도 5년동안 하면서 처음엔 정말 많이 꼴았고 어린나이에 안해본 일 없이 21살에 물고기잡는 어선도 타고 모든일 하면서 돈만 생기면 했죠 계산해보니 한달에 못해도 300만원이상씩 했는데 300만원씩만 계산해도 5년이면 1억8천만원 입니다 5년동안 게임에서 돈을 날린 스트레스 때문에 성격도 안좋아지고 주변 친구들과 지인들과도 사이가 멀어져서 지금은 거의 인생 실패
86	여러분 1억을 환전친다는데 이제 사이트에서 돈 너무 잘 따면 '졸업'이라는 것을 시킵니다. 졸업당하면 사이트에서 해당 아이피 차단해서 사이트를 못 들어가죠.그러면 돈을 못 받습니다. 여기서 받으려면 신고를 해야한다? 아니죠. 본인도 불법도박해서 신고하면 같이 처벌받습니다. 그래서 신고 못 하죠. 결국 돈도 못 받는거구요. 토토 관리자 승리 확률 51퍼 우리 승리 확률 49퍼입니다. 그래서 무조건 따이게되구요. 그러니 하시는 분들 당장 그만두면 좋겠습니다. 모바일입니다.. 타자치는데 좀 걸렸네요. 베댓한번 되고 싶습니다!!
86	개이덕
86	ㅋ
86	월요일 시험인데 이건 봐야함
86	아니 이번에피소드가 강남건물주보다 미친수련원교사보다 더무서움......형석아 지호한테 제발신경꺼..역이지마..
86	작가님께서 어떻게 결말지으실지 모르겠지만이긴상태로 이번화를 끝내버리면 불법도박에 빠져있는 사람들이 다시 희망을 걸고 시작하진 않을까, 시작하지도 않던 사람이 헛된 희망을 걸고 시작하진않을까 걱정되네요
87	여자 ㄹㅇ 착한듯 도와주고
87	코우지 나만 귀여움???
87	작가님 제발 픽션이라고 지호 살려주지 마시고 망하게 해주세요지금 암것도모르고 토토하는애들 더럽게 많은데 교훈좀 되게 해주세요; 아무리 주인공친구라도 저렇게 척척 해결되면 이걸보는ㅊ급식들이 세상이 만만한줄 알아요
87	지호 싫다ㅉ
87	다른건 뭐르겠고 여자애 캐리예상해본다
87	지호보면볼수록 비.호.감
87	여자랑 형석이 하늘이가 부처멘탈이다지호 저놈은 허세로 담배피고 잘나가는아는형 만나면 옆에서 겁나 친한척하다가 뒤에서 찐따고 처음에는 걍 불쌍하다 생각했는데 이젠 진짜 짜증난다 갚지도못할거면서 지마음대로 돈 가져가고 지 옷 핸드폰 돈 가져간 노숙자랑 머가 달라? 똑같은 도둑놈인데 내가 형석이였으면 걍 경찰에 넘김 진짜 처맞을때 사이다였다 수련회때는 여자들이랑 술먹는다고 개 허세부리면서 술처먹고 에휴.. 저런놈 도와주면 안돼 나중에 또 사고치고 또 도와달라고 쀄앵애액 소리지를놈인데 더 비참한게 만들어줬음 소원이없을듯
87	와대박
87	현직 변호사입니다. 지호나 지호아버지는 갚지 않아도 됩니다. 부동산에 근저당을 설정하려면 동사무소에서 인감증명서를 발급받습니다. 본인발급과 대리발급이 있는데요. 사안에서 지호 아버지가 동사무소에 갔을 리 만무하므로 대리발급입니다. 지호는 미성년자이므로 대리발급을 받으려면 그 법정대리인(부모님)을 동사무소에 동반해야 합니다. 그랬을 리 만무하므로 대리발급 받은 사람은 사기꾼 일당 중 하나이거나 노숙자입니다. 대리 발급 받은 자의 인적사항은 동사무소 인감 발급대장에 모두 기록됩니다. 대리발급 받은 자가 지호아버지와 아무런 상관도 인적관계도 없는 사람이라는 것이 너무 쉽게 밝혀질 것이므로, 지호아버지가 그에게 계약체결권한을 위임하지 않았다는 것이 자연스레 탄로납니다.
87	베댓분께서 하신 말씀 모두 훌륭한 말씀이신데 우선 지호는 미성년자입니다. 사채업자도 미성년자라는걸 알았고요, 그러니 돈을 빌려준 법률행위는 절대적 무효입니다. 또한 서류도 '진짜'라고 했지만 오늘화에서 보면 알수있듯이 사채업자는 이미 지호가 아버지가 아닌 노숙자를 데려온 것을 알고있었고 그걸로 미루어 보아 서류도 아버지의 동의를 받지 않았다는것을 어렵지않게 알수있습니다. 게다가 사채업자일 경우에는 판례에도 나와있듯 인감도장이 찍혀있는 서류를 지호가 가져왔다고 하더라도 엄밀하게 진짜인지 확인하는 절차를 거쳐야합니다. 그러한 절차를 거치지 않았으니 이 법률행위는 무효입니다.
87	먹튀장면까지...현실은 딱 거기까지만입니다. 여러분 현실에선 저런 구세주들은 등장하지 않아요~~
87	이 만화 패턴 : 키작고 못생긴 찌질이같은 넘이 주제넘게 나댐 -> 키크고 잘생긴 나쁜놈들한테 당함 -> 키작고 못생긴 찌질이들은 태생적 한계를 극복못하고 좌절 -> 키크고 잘생긴 착한얘들이 나타나서 아주 손쉽게 구해줌 -> 키작고 못생긴 찌질이들은 자신의 주제넘음을 반성함. 이 만화의 큰 특징이 있다면 외모좀 되는 얘들은 착하든 나쁘든 세상을 놀이터 수준으로 보고 뭘해도 잘나가는 반면 못생긴 얘들은 생지옥 수준으로 뭘해도 안됨. 못생겼을 뿐만 아니라 신체능력, 지능, 수완, 재력 등등 모든 면에서 잘생긴 얘들보다 열등ㅇㅇ
87	픽션이라고 지호가 도움받아 구제되는 일 없었으면 한다. 불법토토에 사채가 무슨 애들 장난도 아니고. 미성년자면 뭐. 미성년자는 무슨 동화속에 사는 줄 아나? 누가 뿅 하고 나타나서 구제해주게? 인생 한번 망쳐도 기회 한번 더 주게? 미성년자든 성인이든 인생은 동화가 아닙니다. 반성하고 뉘우쳤다고 해도 한번 저지른 일이 무마되는 경우는 없는겁니다.
87	저때 그냥 냅두어야했어 저 발암물질을
87	코우지 너때문에 신우형님 못구했다
88	난 또 재열이한테 무지 좋은 냄새 난다고 해가지고 샴푸 냄새인줄
88	바스코가 저렇게 지니까 뭔가 마음이 아프다... 바스코는 단지 아무 대가 없이 친구를 도와주는건데 저렇게 까지 희생해야된나 하는 생각까지 들게 한다.. 바스코 다음 화에는 확실히 혼내줘!!화이팅!!
88	지호 한놈 때문에 몇명이 고생하는거냐
88	박태준 작가님 항상 좋은 만화 그려주셔서 감사합니다!매주 이 만화보는 낙에 일주일을 버팁니다. 내일만 버티면 토요일이네요 모두 금요일 파이팅입니다!
88	3년 전 당시 울릉도주민이 아이폰으로 독도를 찍었는데 촬영 위치가 오키노시마초라고 되어있었던 겁니다. 우리정부는 애플본사에 항의하고 잘못을 고칠 것을 요구했습니다. 하지만 애플측에서는 아직 해결이되지않은 국제적사안인 만큼 그 어느 누구의 땅이라고 표기하지않고 빈칸이라고 표기하겠다고 했습니다. 하지만 얼마 가지않아 지난 삼일절, 한 언론인이 독도를 자신의 아이폰에 담았고 촬영장소에는 빈칸이 아닌 오키노시마초라고 표기된 것 입니다. 그리고 애플 측에서는 공식적인 답변이 불가하다는 말뿐입니다..ㅋ 내용과 상관없는 댓글 달아서 죄송합니다. 그냥 마지막 컷에 있는 애플기기들이 있길래 이런 사실들을 알고계셨으면 좋겠다는 마음이 들었네요..ㅎ
88	배뎃글좀봐....야. 그냥 만화는 만화로바. 멀 그렇게 진지빨어 이상. -40대 팬-
88	베댓들 뭐라는지 모르겠다.그냥 존나 짜져있어야겠다...
88	하 진짜 베댓;; 애플에서만 리눅스 사용 가능 / USB 하나만 있음 거의 모든 컴퓨터에서 가능해요 심지어 잘 만지면 스마트폰도 가능합니다. 그리고 애초에 맥은 유닉스 기반이에요. 칼리 리눅스를 해킹툴 이라고 표현한것도 웃기네요. 서버 자체를 해킹한다 / 이게 완전 말이 안 되는건데 딱히 설명할 길이 없네. 포트를 다 연다 / 서버 자체를 해킹했는데 왜 또? 어드민 권한을 탈취해서 / 굳이? 그냥 원하는것만 얻어내면 되지요. 아니 애초에 서버 자체를 해킹한다음 어드민 권한을 얻는다? 순서가 바뀐것 같지 않나요? 거기 있는 통장을 / 서버에 통장이 있나요? 걍 통장 알아내면 거기 있는 돈을 다 가져요? 또 웹툰에서 vpn 이야기가 나왔는데 호스팅할때 누가 vpn을 쓰나요.. 보통 저기 중국 이런데다 놓고 가상서버나 원격 하지요. 어쨌든 저 베댓 내려주세요 어디서 주워듣고 아는척 하는지;;
88	이번베댓 노잼이다
88	배댓 아는척 지리네.. 어드민 권한이라기보단 root 권한이라고 하고 일반적으론.. 포트를 개방시키려면 root권한을 얻는게 먼저야.. 니 폰 루팅한다고 할떄 쓰는 그 root.. 최상위권한이지. 그리고 폰 루팅하고나서 이거저거 만질수있잖니? 간단하게 생각해봐도 순서도 틀렸고.. 아는척은 1절만 하자..응?
88	배댓 보니까 다 급식충 툴키디들 같다. 해킹원리의 1도 모르는 사람들이야.. 간단하게 원리 설명하자면 저기에 글을 남기면 확인하고 입금을 한다고 그랬음. 그러면 그 글 자체, 혹은 다른 경로로 악성스크립트를 넣을것임. 악성스크립트는 쉽게말하면 명령임. 해커가 서버관리자한테 원하는 행동을 취하도록 할수있게하는 명령어임. 그 행동중에 하나가 어드민 관한을 부여한다던가 하는 내용이 들어있는거임. 어드민 관한을 부여받으면 데이터베이스에서 자기가 원하는 정보를 취득할수 있음. 그 취득할수 있는 정보중에 자기계좌정보 같은것이 있음. 그 얻은 정보를 은행같은데에서 입력을 하면 돈을 뽑는거임. 이런식으로 스미싱같은게 행해지는거임. 물론 처음 원리는 다른데 알고리즘은 비슷함. 칼리리눅스건 뭐건 이런 스크립트를 짜서 xss나 sql같은데서 취약점 찾아서 삽입할수 있게 해주는거다. 배댓들 최소 loic들고 해킹할줄안다고 아는척하는 급식충들임.
88	런던에서 일하는현업 개발자다. 베뎃보니까 vpn 뭐하는건지나 알고 호스팅 할때 vpn 안쓴다 하는거냐.. 네크워크 도메인 안에 있는 stmp 나 ftp 랑 DB 전부다 묶어서 하나의 네트워크로 굴리는 회사 많아. vpn을 우회할 때밖에 안써본 허접들아.. vpn 짜놓으면 프록시로 vpn 터널 사용해서 네트워크에 물리적으로 접속 안해도 vpn에 접속해서 도메인 끌어다 쓸수있어. xss 로 스크립트 인젝션이든 sql 인젝션 이런건 정말 옛날에나 먹히던거야. 심지어 낡아빠진 WP 도 그런건 막아뒀어. 그런 스크립트를 심는건 심는건 유저 데이터 스니핑이 목적이지 서버 루트 권한하곤 아무상관없어. 그리고 서버따러 들어갈라면 일단 방화벽부터 뚫던가 백도어로 방화벽 우회하고 네트워크 파악하면 그때 서버 접근해서 익스플로잇으로 서버따면돼. 그리고 왠만하면 데이터베이스는 따로 DB 서버를 구축한단다 애기들아... 결국 진짜 필요한건 도메인 어드민 권한이야. 애기들아... 제발 공부좀하고 아는척 해라
88	작가님 지호 돈은 찾아주더라도 최소한 그 다음 지호 법적처벌받고 감방에 넣어주십시오지호 보고싶지도 않을뿐더러 요즘 10대사이에 불법도박이 문제가 되고있는데 10대가 주로 보는 이 웹툰에서 돈도 되찾고 다시 정상적으로 살 수 있게 그려놓으면 10대 아이들이 나도 어떻게든 되겠지 하면서 불법도박을 끊지 못할겁니다 지호 법적처법 받게 해주십시오
88	여러분도 저렇게 조금만 진지를 빨고 아는 척하면 베댓에 갈 수 있습니닼ㅋㅋㅋㅋㅋㅋ
88	지금보니 기명vs바스코 전투장면을 안그린게 신의 한 수였다 덕분에 수습이 훨씬 쉬워졌음
89	아 자꾸 귀찮다고 빨리올리시네;다음부터 또 그러세요
89	코우지 키만크면 여자들 반할 스퇄
89	뭐야 밑에광고자연스러워ㅋㅋㅋㅋㅋㅋㅋ
89	개뜬금이지만 재열이 말하는거 보고싶다
89	배댓이 말하는 것처럼 믿고 ATM 기기에 가지 않고 충전한다는건 말이 안됩니다. 몇 만원 안되는 푼돈이라면 그렇게 해주지만, 코우지가 말하는 것처럼 큰돈을 딸려는데 저런 허접한 방법은 초딩이나 생각할 법합니다. 수억 충전해서 바로 출급한다고요.. 믿고 확인 안할테니가. 그게아니라 저아이는 해커입니다. 해커로써의 솜씨를 보여주겠죠.
89	코우지 키타령 하시는분들 이 웹툰이 애초에 외모지상주의가 아닌 나름의 개성으로 승부한다는 내용이었을텐데요 코우지 비호감이다는 취존합니다만은 작은키땜에 별로다는 지금까지 읽어오셨으면서 웹툰 취지를 이해못하신거 같네요
89	그런데, 박지호였나;; 암튼 걔때문에 몇명이 고생하는 거임?ㅡㅡ
89	코우지 키만 크다면 여자들한테 인기엄청 많을텐데 ...★
89	빨리 올려주신거 감사합니다 다음에도 또 부탁드립니다❤
89	미리보기 하고와서 스포하지말아라 누가 보기도전에 말하면 볼맛이 나겠냐
89	해커들이 돈을 빼가는 과정은 여러가지가 있지만 현제 나온 상황으로만 봐서는 코우지가 입금을 먼저 한 이유는 불법토토 사이트를 운영하는 사람들은 입금받는 계좌는 대포통장으로 합니다 불법토토로 벌어들인 금액을 보관하는 통장은 따로 있지요 코우지가 100마넌을 입금을 하고 다 잃엇다면 그 대포통장에서 토토사이트로 벌어들인 전체적인 돈을 보관하는 통장으로 100만원을 다시 송금합니다 즉 가입자들이 입금하는 통장은 대포통장이고 그 대포통장에서 관리자들이 전체적인 금액을 넣어두는 통장은 따로있는 것이지요 따로 돈을보내는 통장엔 아마 이때까지 벌어들인 수억원의 금액이 들어있을겁니다 코우지가 입금한 통장에서 다른통장으로 입금되는 그 순간을 잡아내어 통장번호를 해킹하고 비밀번호를 해킹에 거기에 이때까지 벌어놓은 모든 금액을 가지고 갈려고 하는것 같습니다.
89	코우지 키 작아도 내 스타일ㄹ인데..? 개카와이하지 않니..?
89	코우지 키얘기하는거 극혐이네 ㅡㅡ 키작은게 뭐 어때서ㅅㅂ
89	일베충 out
89	종건 50억번다는거 지가 알려줘놓고 빅딜의 정보력 이ㅈㄹㅋㅋㅋㅋㅋㅋ
90	결국 바스코 강하다는거..종건이 기억한다..!
90	솔직히..코우지말 이해못했다..
90	코우지가 무슨방법 쓴거냐면또또 직원애들이 대포통장 입금 확인을 일일히 할수가 없으니깐 자동으로 입금되면 포인트를 충전시켜주는 프로그램을 씀 근데 그 프로그램을 해킹해서 가짜 입금내역을 보내줌. 그럼 직원애들이 그거에 속아서 충전을시켜줌. 그럼 충전된 포인트를 환불함. 0원->100마넌 ㄹㅇ 창조경제
90	불법도박하는거아니야 자고로 남자는 여자,도박,술,폭행, 만 피하면 편하게산댔어
90	코우지가 사이버 경찰보다 나을듯
90	빛의 속도
90	코우지 키안커도 귀엽다❤
90	저번화 베댓코코팜이 (guns****) 2016-07-29 00:10 | 신고BEST배댓이 말하는 것처럼 믿고 ATM 기기에 가지 않고 충전한다는건 말이 안됩니다. 몇 만원 안되는 푼돈이라면 그렇게 해주지만, 코우지가 말하는 것처럼 큰돈을 딸려는데 저런 허접한 방법은 초딩이나 생각할 법합니다. 수억 충전해서 바로 출급한다고요.. 믿고 확인 안할테니가. 그게아니라 저아이는 해커입니다. 해커로써의 솜씨를 보여주겠죠.좋아요20192싫어요1010 여기서 말하는 배댓는 오늘 내용임 근데 이 베댓올라가고 내려감ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
90	꼭보셔야되요!김기명=페북스타 박X명 (사업으로 떼부자됨 그사업이 토토 근데아닌척함) 증거1 이름 증거2 얼굴형태 증거3 박태준작가님과 찍은사진이 얼마전올라옴.
90	이번화를 각하님이 좋아합니다(창조경제)
90	△ 추가 (담배,마약,) 이것도 피하면 더 편하게살꺼같은데 인생은 재미없겠지만...★
90	왜여자를 왜 피해야하냐는 질문들이 많은데요배댓님이 말하는 여자는 꽃뱀을 말하시는거같아요 하도 남자들이 여자를 조심하지않고 행동을 하니깐 조심하라는 애기같은데요
90	피해야하는것중에 현질,게임중독,폭력,비방등등포함갑시다.
90	도박은 하지않는게 좋죠 도박을 함으로써 얻는것도 있겠지만 잃어 더 버릴게 더 많다는거명심하셨으면 좋겠어요.
90	여기서 한명쯤은 박지호 소년원간거 보고 온사람있겠지
91	※또또끝난 이후※1.작가님이 또또를 그리시면서 페북이 많이달라짐 2.또또광고가 30퍼센트는 줄음 3.이것이 외모지상주의의 위력!! -The end-
91	학교다니고있었어 뭐야 재열아 ㅋㅋㅋㅋㅋ
91	잘하셨어요 베댓님 담임선생님이 이글을 보시길 기원합니다
91	왠지 형석이가 이길것같은 느낌은 머지
91	야야;; 지운거면 이유가 있을 수도 있고 1진들이 애들 핸드폰 걷어서 봐서 그 분이 걸린거면 어떻게 일커지면 곤란할텐데.... 그래도 이런건 말해야해 미안 좀 그랬나?
91	베댓입니다. 겐지님이 베댓가려고 괴롭힘을 받는다는 댓글로 댓글창에 뜨거운 감자를 던져놓고 뒤늦게 주작이었다 이러시는데.. 음.. 삭제하려던 마음이 싹 다 사라져버렸습니다. 댓글창 개판쳐놓고 이제와서 삭제해라? 못들어주겠네요.
91	상황설명겐지라는 사람이 ㅇㅇ중학교 ㅇㅇ이랑ㅇㅇ이 학교폭력한다고 해 배댓됨 베댓이 곧자삭됨 딴 배댓들이 용기있다고 베댓을 복사해 널리 퍼뜨리라고함 겐지베댓이 이모든것은 주작이고 내려달라고함 그래서 채팅방이 이꼴이됨 난이만 스피드웨권은 뿅
91	주제와 무관한 얘기좀하지마여기가 한풀이 하는자리냐 웹툰보러 왔으면 보고 감상평이나써
91	30프로 줄은건 어디서 확인하냐ㅋㅋ 이정도면 광신도급 찬양인데 베댓들ㅋㅋㅋ
91	장난을 그렇게 구체적으로 무슨 학교 무슨반 누가 무엇을 어떻게 했는지까지 다 설명해놓고 댓글창 망친 뒤에 이제와서 내려달라니 참 어이가 없네요
91	설명충 갑니다 처음에 Genji 라는 분이 OO중학교 O학년 O반 누구누구 담배피고 돈뜯는다고 주작해서 배뎃을 감. 그걸 어떤 분이 복사해서 빼박으로 배뎃 두개 올림. 수학돌이님이 Genji님 비판. Genji님이 일이 커지니 배뎃 삭제. 하지만 빼박으로 올린 들이 있음. 빼박글을 수학돌이님이 못 내리시겠다고 주장(현 배뎃).빼박 글이 내려감(아마 신고 먹은듯). 수학돌이님이 계속 내리지 못한다고 주장한게 배뎃이 게속 됨. Genji님은 사죄함. 하지만 일부는 주작한게 빡쳤는지 용서를 못함. 쉴드 치려고 학생회장 등판(삐약이님). 얘기를 예기로 써서 주작 논란. 전 학생회장이 나타남(choonsikkim). 김춘식님이 다시 사과함. 사랑을 담아 맞춤법을 다시 가르치겠다고 하심. 지금 이 난리
91	베댓가려고 주작한애들 사칭죄로 처벌가능하니 수고하세요~ㅋㅋㅋㅋㅋ
91	풍양중 얘기좀 그만하라고 ㅡㅡ
91	https://m.facebook.com/story.php?story_fbid=893847670719885&substory_index=0&id=679414305496557 풍양중 정식입장입니다 삐약이님 전교회장 아니라네요 배뎃 내려주시길 바랍니다.
91	바스코네 반티 개 귀엽...
92	그래선글라스 넌전부터 맘에 안들었어 바스코 파이팅!!!!
92	갓스코..
92	소년 멋있다 ㅠㅠ
92	작가님 목요웹툰중에 가장 늦으셨군요 10점 드립니다
92	빠르다
92	아마도 진호빈의 선글이 벗겨질거같네요 괴연 속에 뭐가잇길래 그렇게 안보여주고 감추는걸까요? 상처라도잇는건지,단지 자기 얼굴이 맘에안들어서 숨기는건지 담주에보죠
92	못생겼고 뚱뚱하다고해서 괴롭힘당하는게 짠하다고 생각하나?나름 자기들도 열심히 노력하고있고 괴롭힘 당하더라도 짠하다고 생각마라. 이번편에서 덕화의 용기를 보고 깨달았다. 주변사람들이 머라 떠들든 난 나를 위해 바꿔가며 당당하게 살면된다.아사신 혹시나 지금 보고있는 당신들은 자신을 위해 노력한적있나? 찔리는 사람이 있다면 다시 한번 자기자신을 생각해보자. 작가님 더우신데 고생많으십니다. 웹툰을 보면서 이것저것 많이 깨닫게 해주셔서 언제나 감사하다고 생각합니다. 앞으로도 이렇게 재밌게 그려주실거라 믿고 기대하겠습니다. 작가님 화이팅!!
92	형석이 사우스포였어!? (MLB가 형석이를(을) 좋아합니다)
92	진호빈 은근히 덕화 질투하는거같네,, 지는 그런실력 안되니까 얼굴로 흠잡아서 괴롭히고ㅉ 덕화는 진호빈 신경도 안쓰는데 진호빈은 저렇게까지 과하게 의식한다는건 이미 열등감이 있는듯. 찌질이놈
92	뭔 소년이야 동갑인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
92	자기가 못생겨서 못생긴 애들 싫어하는 거 같아용
92	재밋게보다가 계속 맞고만 다니면 할머니가 슬퍼할꺼야 라는 대사보고 울컥함ㅠㅠ
92	제가 보기엔 선글이 못생겨서 저번에 싸울때도 피한것 같네요.그리고 형석이가 전학왔을때 '난 잘생긴 애들 좋아해'라고 말한것은 자기 자신이 못생겨서 그렇게 말한것 같습니다.이제 다음주엔 얼굴이 나올것 같고 못갱겨서 주변에 있는 애들과 ㅇㅋ기획사에서도 짤릴것 같네요. 이상
92	바스코는왜항상다맞은후에나타나는걸까
92	진호빈 썬글벗으면 빅윈급
93	형석아 이쯤되면 눈치껏 한번 져줘라.
93	선글벗는 모습안나와서 실망했다 손
93	선글라스 벗은거 보나했는데 아쉽....
93	앞머리가왜안날라간걸까 맥락없이 재열이눈보고싶은사람 좋아요
93	눈 콩알만한거 아님?
93	진호빈 의외로 선글라스 속에 소녀감성 눈 숨기고있는거 아녀?ㅋㅋ
93	근데 미진이는 저런거 별로 안좋아하는 눈치인듯...
93	이럴때 진호빈에게 '시몬스 안경'이 필요합니다.벗겨지지 않는 편안함-
93	바스코 너 조만간 대머리된다...
93	웟몸일으키기 100개 스쿼드와 매일 달리기10km....? 이건 사이타마가 될 수있는 방법 아닌가요???ㅋㅋㅋㅋ
93	저정도면 올림픽 감인데?저 속도에 올림픽 가면 쩔겠네
93	그건 그렇고 미용과는 장현혼자 남잔데 첫번째두번째는 누가뛴거야ㅋㅋ
93	작가님 지금 페이스북에 어떤 사람이 외모지상주의 96화를 올리고 있습니다.자기 돈으로 결제해서 그렇겠지만 이런식으로 뮤단 배포하면 작가님 한테 큰 타격이 있으실거 같아서 댓글로 남깁니다. 이 글 보신 분들은 이 글이 베댓이 될 수 있게 좋아요 부탁드립니다. 무단 배포하는 사람 이름은 김현수 라는 사람이고 팔로워가 많습니다.
93	진성아 너 바보같아 미진이는 형석이한테 관심이 없다고미진이한테 형석이는 그냥 같은 반 친구일 뿐이야 착각이 너무 극심하다
93	작가님이 얼굴 생각못해서 공개안한거같은데
94	아니 난 박태준 작가가 쇼핑몰도하고 티비에도 나오고 하는데이렇게 칼업뎃 한번놀라고 분량에 두번놀라고; 자기 하고싶은일 하면서 최선을 다하는게 진짜 대단할 따름.. 무엇보다 이정도면 목요웹툰아니냐..칼업뎃 지린다..
94	형석이 좀 져 주지..
94	박형석이랑 미진이랑 같은옷 입고 서있는데도, 최강의 비주얼 커플인데도 안어울렸다. 그만큼 미진이에게 필요한 사람은 이진성이라는 것을 느꼈고, 미진이는 그 누구보다도 좋은 여자란것을 알 수 있었다. 둘이 잘됐으면 좋겠고, 형석이는 진성이와 미진이 사이에 눈치없이 그만 나서면 좋겠다.
94	웹툰 올라오는속도 형석이 달리는속도 ㄷㄷ
